festival,edition_year,weekend_code,official_performance_id,performance_name,official_stage_id,stage_name,official_artist_ids,artist_names,performance_date,day_name,start_time_local,end_time_local,source_file,capture_timestamp,source_url_hint
Tomorrowland,2025,W1,1906120145,Funkhauser,1784481791,MOOSEBAR,1345804263,Funkhauser,2025-07-19,SATURDAY,2025-07-19 19:30:00+02:00,2025-07-20 00:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786724258,Jan Vervloet,1784481872,THE ROSE GARDEN,1536112815,Jan Vervloet,2025-07-19,SATURDAY,2025-07-19 19:30:00+02:00,2025-07-19 20:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788167969,Cassian b2b Kevin de Vries,1784481711,MAINSTAGE,1792130178,Cassian b2b Kevin de Vries,2025-07-19,SATURDAY,2025-07-19 19:35:00+02:00,2025-07-19 20:35:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1787217267,Patrick Mason,1784482154,ATMOSPHERE,1262710194,Patrick Mason,2025-07-19,SATURDAY,2025-07-19 20:00:00+02:00,2025-07-19 22:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786772948,Jazzy,1784481973,CAGE,1786787527,Jazzy,2025-07-19,SATURDAY,2025-07-19 20:00:00+02:00,2025-07-19 21:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788145943,Carlita,1784482189,CORE,1732205120,Carlita,2025-07-19,SATURDAY,2025-07-19 20:00:00+02:00,2025-07-19 21:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788207835,James Hype,1784482230,CRYSTAL GARDEN,1532641835,James Hype,2025-07-19,SATURDAY,2025-07-19 20:00:00+02:00,2025-07-19 21:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1947394090,StadiumX,1784481754,HOUSE OF FORTUNE BY JBL,1536163090,StadiumX,2025-07-19,SATURDAY,2025-07-19 20:00:00+02:00,2025-07-19 21:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786811856,Riot Ten,1784482074,PLANAXIS,1786822646,Riot Ten,2025-07-19,SATURDAY,2025-07-19 20:00:00+02:00,2025-07-19 21:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786749839,Young Fresh,1784481918,ELIXIR,1786769055,Young Fresh,2025-07-19,SATURDAY,2025-07-19 20:30:00+02:00,2025-07-19 21:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788220336,Nora En Pure,1784482266,THE GREAT LIBRARY,1536156961,Nora En Pure,2025-07-19,SATURDAY,2025-07-19 20:30:00+02:00,2025-07-19 21:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786795180,Jonas van Opstal,1784482029,THE RAVE CAVE,1786802039,Jonas van Opstal,2025-07-19,SATURDAY,2025-07-19 20:30:00+02:00,2025-07-19 21:45:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786723844,Push,1784481872,THE ROSE GARDEN,1532623045,Push,2025-07-19,SATURDAY,2025-07-19 20:30:00+02:00,2025-07-19 21:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1889130076,Alan Walker,1784481711,MAINSTAGE,1889131930,Alan Walker,2025-07-19,SATURDAY,2025-07-19 20:40:00+02:00,2025-07-19 21:40:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786711214,Symphony Of Unity,1784481821,FREEDOM BY BUD,1532622883,Symphony of Unity,2025-07-19,SATURDAY,2025-07-19 21:00:00+02:00,2025-07-19 22:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1981801295,Third Party,1784481754,HOUSE OF FORTUNE BY JBL,1536131096,Third Party,2025-07-19,SATURDAY,2025-07-19 21:00:00+02:00,2025-07-19 22:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,2001171467,Vanjee,1784482305,MELODIA BY CORONA,1977279072,Vanjee,2025-07-19,SATURDAY,2025-07-19 21:00:00+02:00,2025-07-19 22:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786811535,Whipped Cream,1784482074,PLANAXIS,1786822366,Whipped Cream,2025-07-19,SATURDAY,2025-07-19 21:00:00+02:00,2025-07-19 22:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786772694,Onlynumbers,1784481973,CAGE,1786786733,Onlynumbers,2025-07-19,SATURDAY,2025-07-19 21:30:00+02:00,2025-07-19 23:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788145564,Konstantin Sibold,1784482189,CORE,1286076797,Konstantin Sibold,2025-07-19,SATURDAY,2025-07-19 21:30:00+02:00,2025-07-19 23:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788206268,Axwell b2b Sebastian Ingrosso b2b Steve Angello,1784482230,CRYSTAL GARDEN,1593866644|1262706768|1262707280,Axwell|Sebastian Ingrosso|Steve Angello,2025-07-19,SATURDAY,2025-07-19 21:30:00+02:00,2025-07-20 00:45:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786745964,Carla Genus,1784481918,ELIXIR,1786768592,Carla Genus,2025-07-19,SATURDAY,2025-07-19 21:30:00+02:00,2025-07-19 22:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788219907,Lost Frequencies,1784482266,THE GREAT LIBRARY,1262707391,Lost Frequencies,2025-07-19,SATURDAY,2025-07-19 21:30:00+02:00,2025-07-19 22:45:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786723457,Franky Kloeck,1784481872,THE ROSE GARDEN,1532623073,Franky Kloeck,2025-07-19,SATURDAY,2025-07-19 21:30:00+02:00,2025-07-19 22:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788167311,Anyma,1784481711,MAINSTAGE,1532635204,Anyma,2025-07-19,SATURDAY,2025-07-19 21:40:00+02:00,2025-07-19 22:40:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,2058767342,Murdock & Riot Ten,1784482029,THE RAVE CAVE,1532071754|1786822646,Murdock|Riot Ten,2025-07-19,SATURDAY,2025-07-19 21:45:00+02:00,2025-07-19 22:15:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1787217112,Indira Paganotto,1784482154,ATMOSPHERE,1262709989,Indira Paganotto,2025-07-19,SATURDAY,2025-07-19 22:00:00+02:00,2025-07-20 00:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786710978,Armin van Buuren,1784481821,FREEDOM BY BUD,1264274656,Armin van Buuren,2025-07-19,SATURDAY,2025-07-19 22:00:00+02:00,2025-07-20 00:45:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1981795316,Plastik Funk,1784481754,HOUSE OF FORTUNE BY JBL,1957125491,Plastik Funk,2025-07-19,SATURDAY,2025-07-19 22:00:00+02:00,2025-07-19 23:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786811225,Eptic,1784482074,PLANAXIS,1786820948,Eptic,2025-07-19,SATURDAY,2025-07-19 22:00:00+02:00,2025-07-19 23:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786794507,Monta,1784482029,THE RAVE CAVE,1532634547,Monta,2025-07-19,SATURDAY,2025-07-19 22:15:00+02:00,2025-07-19 23:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786748053,Jeronimø,1784481918,ELIXIR,1786764514,Jeronimø,2025-07-19,SATURDAY,2025-07-19 22:30:00+02:00,2025-07-20 00:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786869773,Lovely Louis & Friends,1784482305,MELODIA BY CORONA,1536182822,Lovely Louis,2025-07-19,SATURDAY,2025-07-19 22:30:00+02:00,2025-07-20 00:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786722841,DJ Quicksilver,1784481872,THE ROSE GARDEN,1786739469,DJ Quicksilver,2025-07-19,SATURDAY,2025-07-19 22:30:00+02:00,2025-07-19 23:30:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788166704,Dimitri Vegas & Like mike,1784481711,MAINSTAGE,1262706692,Dimitri Vegas & Like Mike,2025-07-19,SATURDAY,2025-07-19 22:40:00+02:00,2025-07-19 23:55:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788220138,Jax Jones,1784482266,THE GREAT LIBRARY,1788229530,Jax Jones,2025-07-19,SATURDAY,2025-07-19 22:45:00+02:00,2025-07-20 00:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788145099,Mind Against,1784482189,CORE,1262728679,Mind Against,2025-07-19,SATURDAY,2025-07-19 23:00:00+02:00,2025-07-20 00:50:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1981793499,Dezko,1784481754,HOUSE OF FORTUNE BY JBL,1594455985,Dezko,2025-07-19,SATURDAY,2025-07-19 23:00:00+02:00,2025-07-20 00:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786810415,NGHTMRE b2b Crankdat,1784482074,PLANAXIS,1262708144|1790218789,NGHTMRE|Crankdat,2025-07-19,SATURDAY,2025-07-19 23:00:00+02:00,2025-07-20 01:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786794137,Deuxfwa,1784482029,THE RAVE CAVE,1532634284,Deuxfwa,2025-07-19,SATURDAY,2025-07-19 23:30:00+02:00,2025-07-20 01:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786722484,Bonzai All Stars,1784481872,THE ROSE GARDEN,1532622987,Bonzai All Stars,2025-07-19,SATURDAY,2025-07-19 23:30:00+02:00,2025-07-20 01:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1788166025,Charlotte de Witte,1784481711,MAINSTAGE,1593876811,Charlotte de Witte,2025-07-19,SATURDAY,2025-07-19 23:55:00+02:00,2025-07-20 00:55:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,2001186678,Lorenzo Raganzini B2B Paolo Ferrara,1784482154,ATMOSPHERE,2001187076,Lorenzo Raganzini B2B Paolo Ferrara,2025-07-20,SATURDAY,2025-07-20 00:00:00+02:00,2025-07-20 00:50:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
Tomorrowland,2025,W1,1786747448,BEBA STORM,1784481918,ELIXIR,1786760521,BEBA STORM,2025-07-20,SATURDAY,2025-07-20 00:00:00+02:00,2025-07-20 01:00:00+02:00,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\festival_network_capture\Tomorrowland_https_web.archive.org_web_20250719183439_https_artist-lineup-cdn.tomorrowland.com_TLBE25-W1-2b21fd6c.txt,20250719183439,https://web.archive.org/web/20250719183439/https://artist-lineup-cdn.tomorrowland.com/TLBE25-W1-2b21fd6c-aa71-43a9-87d1-0334f759a95b.json
