artist_name,genre_name,source,confidence,source_url
Neon,casual game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,comedy,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,country music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,emo trap,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,glam rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,musical film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,pop rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,synth-pop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Netsky,drum and bass,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Netsky,liquid drum and bass,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Nicky Romero,big room house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Nicky Romero,deep house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Nicky Romero,electro house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Nicky Romero,electronic dance music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Nicky Romero,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Nicky Romero,progressive house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Nico Morano,afro house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nico Morano,deep house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nico Morano,house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nico Morano,melodic house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nico Morano,melodic techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nico Morano,organic house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nico Morano,progressive house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nico Moreno,industrial techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nico Moreno,techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Nora En Pure,deep house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Nora En Pure,progressive house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Oliver Heldens,electro house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Oliver Heldens,future house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Olympe,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Onlynumbers,hard techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Onlynumbers,techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Palmera,independent film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Palmera,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Palmera,rock music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Party Monster,biographical film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Party Monster,comedy film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Party Monster,crime film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Party Monster,docudrama,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Party Monster,drama film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Party Monster,lgbtq-related film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Party Monster,trap music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Partyraiser,hardcore,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Pat Krimson,hard trance,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Patrick Topping,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Phi Phi,progressive house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Phi Phi,trance,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Plastik Funk,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Primate,comedy television program,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Primate,documentary film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Primate,horror film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,action film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,alternative rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,contemporary r&b,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,documentary film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,funk rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,german hip-hop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,grunge,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,hip-hop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,pop rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,post-grunge,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,rock music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,science fiction film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,teen pop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Push,thriller film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Quintino,dutch house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Quintino,electro house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
R3HAB,dutch house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
R3HAB,electro house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
R3HAB,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
R3HAB,house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
R3HAB,progressive house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Rebelion,reggae,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Refuzion,hardstyle,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Regi,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Rino,j-pop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Robin Schulz,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roma,afrobeat,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roma,comedy film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roma,drama film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roma,historical fiction,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roma,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roma,pop rap,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roma,soul,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roma,trap music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Roman Messer,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Roman Messer,house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Roman Messer,techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Roman Messer,trance,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Ruth Royall,drum and bass,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
SPFDJ,acid techno,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
SPFDJ,electronic body music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
SPFDJ,hardcore,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
SPFDJ,industrial techno,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
SPFDJ,trance,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sam Feldt,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sam Feldt,tropical house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sammy Virji,bass house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sammy Virji,bassline,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sammy Virji,old school bassline,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sander van Doorn,electro house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sandy Warez,hardcore techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sara Landry,industrial techno,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sebastian Ingrosso,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Shapov,trance,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sicaria,action game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sicaria,action-adventure game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sicaria,adventure video game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,chamber music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,classical music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,disco,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,drama film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,psychedelic rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,rock music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,short film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,soul,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sideral,swing,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sigala,dance-pop,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sigala,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sigala,tropical house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Skazi,electronic dance music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Skylab,comedy film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Skylab,experimental rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Skylab,trip hop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sofi Tukker,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Solomun,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Somnia.,drum and bass,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Somnia.,dubstep,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Somnia.,techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Somnia.,trance,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sonny Fodera,disco house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sonny Fodera,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sonny Fodera,house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Sound Rush,hardstyle,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Space 92,peak time techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Space 92,techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
StadiumX,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
StadiumX,future house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
StadiumX,progressive house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Steve Angello,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Steve Aoki,electronica,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Stryker,drama film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Stryker,lgbtq-related film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Stryker,post-apocalyptic film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sub Focus,drum and bass,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sub Zero Project,hard dance,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sub Zero Project,hardstyle,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Sunnery James & Ryan Marciano,progressive house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Swedish House Mafia,electro,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Swedish House Mafia,electro house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Swedish House Mafia,electronic dance music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Swedish House Mafia,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Swedish House Mafia,progressive house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Swimming Paul,french house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Swimming Paul,melodic house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Syreeta,funk,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Syreeta,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Syreeta,psychedelic soul,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Syreeta,rhythm and blues,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Syreeta,soul,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
T & Sugah,drum and bass,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
TNT,country music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,exotica,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,glam metal,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,hard rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,heavy metal music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,hip-hop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,jazz fusion,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,krautrock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,late-night talk show,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,post-rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,rock and roll,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
TNT,rock music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Teddy Killerz,bass house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Teddy Killerz,drum and bass,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Teddy Killerz,dubstep,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Teddy Killerz,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Tess,caricature,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tess,drama film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tess,latin pop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tess,metalcore,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tess,opera,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tess,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tess,pop rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tess,portrait,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tess,teen pop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
The Blessed Madonna,electronic dance music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Third Party,hip-hop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Third Party,progressive house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Third Party,trip hop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Thomas Newson,dutch house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Thomas Newson,electro house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Tim Hox,deep house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Tim Hox,tech house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Timmy Trumpet,electro house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Timmy Trumpet,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Timmy Trumpet,psychedelic trance,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,abstract art,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,death metal,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,ethnic pop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,fantasy,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,lgbt-related literature,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,massively multiplayer online role-playing game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,public art,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,puzzle video game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,science fiction,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,science fiction video game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,sentimental ballad,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,shooter game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Titan,symphonic metal,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Trip-Tamine,progressive psytrance,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Trip-Tamine,psytrance,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Tungevaag,dance-pop,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Tungevaag,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
USED,alternative hardcore,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
USED,post-hardcore,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
VTSS,techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Vegas,big beat,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,britpop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,crime television series,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,documentary film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,drama film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,drama television series,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,electronic dance music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,hip-hop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,rock music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vegas,synth-pop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Viktor,chess video game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Viktor,thriller film,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vini Vici,psychedelic trance,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vintage Culture,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vize,electro,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Vomee,house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Vomee,progressive house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Vomee,techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Warface,hardstyle,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Whipped Cream,alternative rock,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Whipped Cream,pop music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Wildstylez,hardstyle,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Wiwek,dutch house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Wiwek,electro house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Wiwek,electronic dance music,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Yves Deruyter,trance,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Yves V,progressive house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
ZAC,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
ZAC,melodic techno,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
ZAC,progressive house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
