artist_name,genre_name,source,confidence,source_url
Moritz Hofbauer,melodic house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Moritz Hofbauer,melodic techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Moritz Hofbauer,minimal techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Moritz Hofbauer,progressive house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Moritz Hofbauer,tech house,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Moritz Hofbauer,techno,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Mr. Belt & Wezol,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Mr. Joy,jazz,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Murdock,drum and bass,MusicBrainz artist tag,community_tag_top_result,https://musicbrainz.org/doc/MusicBrainz_API
Mutilator,horror fiction,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
NERVO,dance-pop,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
NERVO,electro house,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
NERVO,electronic dance music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
NERVO,house music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
NGHTMRE,bass music (edm),Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
NGHTMRE,dubstep,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
NGHTMRE,edm trap music,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,action game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,action-adventure game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
Neon,adventure video game,Wikidata SPARQL P136,structured_exact_label,https://query.wikidata.org/
