festival,edition_year,product_id,product_name,product_type,price_eur,price_cents,price_excluding_service_costs,service_costs,max_quantity,stock_available,sold_out,categories,tags,source_url_hint,source_file,confidence
Awakenings Festival,2025,insurance,Booking Protection,insurance,0,0,,,1,-1,false,,,https://www.awakenings.com/en/shop/awakenings-festival-2025-accommodations/368148,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\awakenings_capture_2025\awakenings_current_www.awakenings.com_en_shop_awakenings-festival-2025-accommodations_368148\Awakenings_Summer_Festival_https_shopapi.id-t.com_api_v2_products.txt,current_official_shop_json_product
Awakenings Festival,2025,insurance,Booking Protection,insurance,0,0,,,1,-1,false,,,https://www.awakenings.com/en/shop/awakenings-festival-2025-main/375194,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\awakenings_capture_2025\awakenings_current_www.awakenings.com_en_shop_awakenings-festival-2025-main_375194\Awakenings_Summer_Festival_https_shopapi.id-t.com_api_v2_products.txt,current_official_shop_json_product
Awakenings Festival,2025,insurance,Booking Protection,insurance,0,0,,,1,-1,false,,,https://www.awakenings.com/en/shop/awakenings-festival-2025-main/375194/day-tickets/,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\awakenings_capture_2025\awakenings_current_day_tickets_route\Awakenings_Summer_Festival_https_shopapi.id-t.com_api_v2_products.txt,current_official_shop_json_product
Awakenings Festival,2025,insurance,Booking Protection,insurance,0,0,,,1,-1,false,,,https://www.awakenings.com/en/shop/awakenings-festival-2025-weekend/367651,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\awakenings_capture_2025\awakenings_current_www.awakenings.com_en_shop_awakenings-festival-2025-weekend_367651\Awakenings_Summer_Festival_https_shopapi.id-t.com_api_v2_products.txt,current_official_shop_json_product
Awakenings Festival,2025,insurance,Booking Protection,insurance,0,0,,,1,-1,false,,,https://www.awakenings.com/en/shop/awakenings-festival-2025-weekend/367651/weekend-tickets/,C:\Users\12907\Desktop\2025-2026大三下学期\数据库原理及应用\数据库期末作业\data\raw\awakenings_capture_2025\awakenings_current_weekend_tickets_route\Awakenings_Summer_Festival_https_shopapi.id-t.com_api_v2_products.txt,current_official_shop_json_product
